Tokens,Tags,Polarities
"['هذا', 'الفندق', 'هو', 'بيت', 'دعاره', '.', 'انه', 'مكان', 'للبغايا', 'والقوادين', '،', 'ولا', 'يليق', 'ابدا', 'بالعائلات', 'والازواج', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ستسمع', 'زمامير', 'السيارات', '،', 'والناس', 'يصرخون', 'والموسيقي', 'صاخبه', 'بشكل', 'رهيب', '.', 'كنت', 'في', 'غايه', 'الاشمئزاز', '،', 'وببساطه', 'رفضت', 'ان', 'اذهب', 'الي', 'الافطار', 'هناك', '.', 'لا', 'تختر', 'ابدا', 'هذا', 'الفندق', '،', 'الا', 'اذا', 'كنت', 'تبحث', 'عن', 'ارخص', 'العاهرات', 'في', 'دبي', '،', 'الامارات', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مبالغ', 'في', 'مدحه', 'تصميم', 'وتجديد', 'الفندق', 'يؤكد', 'انه', 'من', 'انتاج', 'ثمانينات', 'القرن', 'الماضي', '.', 'يصعب', 'الوصول', 'الي', 'الخدمه', 'ولكن', 'اذا', 'استطعت', 'الحصول', 'علي', 'دقيقه', 'من', 'المدير', 'المشغول', 'في', 'الاستقبال', 'ستحصل', 'علي', 'استجابه', '.', 'الانطباع', 'العام', 'هو', 'ان', 'العديد', 'من', 'الزوار', 'المنبهرين', 'بفندق', 'كيه', 'اند', 'كيه', 'في', 'TripAdvisor', 'اقاموا', 'في', 'فندق', 'اخر', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['حتي', 'افضل', 'لقد', 'كتبت', 'عن', 'العاج', 'من', 'قبل', '.', 'كان', 'لدي', 'مؤخرا', 'سبب', 'لزيارتهم', 'مره', 'اخري', 'وقد', 'دهشت', '.', 'يبدو', 'ان', 'المكان', 'قد', 'غير', 'الايدي', 'العامله', '،', 'وهم', 'ماضون', 'في', 'عمليه', 'اصلاح', 'المكان', '.', 'حتي', 'انه', 'هناك', 'افتتاح', 'مطعم', 'صغير', 'قريبا', '.', 'وقد', 'عرض', 'علي', 'عرض', 'من', 'الدرجه', 'الاولي', 'علي', 'شقه', 'بغرفتي', 'نوم', '.', 'هذا', 'المكان', 'ذو', 'معدل', 'سعر', 'مقابل', 'اداء', 'افضل', 'مما', 'كان', 'عليه', 'قبل']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فقط', 'افطار', 'بسيط', '(', 'تشكيله', 'من', 'الخبز', ')', '،', 'واي', 'فاي', 'مجاني']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['بعض', 'الغرف', 'تحتوي', 'علي', 'حمام', 'خاص', '.']","[0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1]"
"['نقدا', 'فقط', '(', 'ما', 'من', 'بطاقات', 'ائتمان', ')', 'ولكن', 'هناك', 'الكثير', 'من', 'ماكينات', 'الصراف', 'الالي', 'في', 'الجوار', '(', 'اسال', 'والتر', 'عن', 'اقرب', 'واحده', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'لطيف', 'مكثنا', 'ثلاث', 'ليال', 'في', 'الاونه', 'الاخيره', '.', 'ان', 'الغرف', ',', 'الديكور', ',', 'الاستعدادات', 'ممتازه', '.', 'ان', 'المطعم', 'الياباني', 'جيد', 'و', 'يقدم', 'تخفيضا', 'رائعا', 'بقيمه', '%', '30', 'علي', 'الطعام', 'و', 'المشروبات', 'قبل', '7', ':', '00', 'مساء', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, 2, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ان', 'خيار', 'البوفيه', 'في', 'مطعم', 'الفندق', 'المطعم', 'الرئيسي', 'يعد', 'اقل', 'اثاره', 'للاهتمام', '.', 'اظن', 'ان', 'الطعام', 'المعد', 'للعملاء', 'الدوليين', 'يؤدي', 'الي', 'نوع', 'من', 'فقدان', 'البصر', '.', 'انه', 'يحتوي', 'علي', 'الكثير', 'من', 'المواد', 'الغذائيه', 'ولكن', 'ليس', 'مثيرا', 'للغايه', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['لتحسين', 'الخدمه', 'بالفندق', 'يجب', 'مراعاه', 'بعض', 'ا', '#', '65271', ';', 'شياء', 'لكي', 'يتم', 'تحسين', 'الخدمه', 'اولا', 'نظافه', 'الغرف', 'يجب', 'ان', 'تكون', 'يوميه', 'و', 'ليس', 'عند', 'الطلب']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الطلب', 'ثانيا', 'يوجد', 'صراصير', 'كثيره', 'بالغرفه', 'ثالثا', 'خدمه', 'الغرف', 'سيئه', 'جدا', 'فقد', 'قمنا', 'بطلب', 'قهوه', 'مرتين', 'و', 'كل', 'مره', 'اسوا', 'من', 'الثانيه']","[0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الثانيه', 'رابعا', 'لا', 'يوجد', 'اسره', 'اضافيه', 'في', 'الغرف', 'وعند', 'طلب', 'مخده', 'اضافيه', 'نحتاج', 'الي', 'يومين', 'لكي', 'يتم', 'ارسالها']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['كانت', 'الاقامه', 'في', 'الفندق', 'ممتازه', 'ومريحه', 'لي', 'ولعائلتي']","[0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1]"
"['اود', 'ان', 'اشكر', 'كل', 'القائمين', 'في', 'الفندق', 'علي', 'المجهود', 'الرائع', 'الذي', 'يقومون', 'به', 'في', 'سبيل', 'راحه', 'نزلائهم', 'بدايه', 'من', 'حامل', 'الحقائب', 'الي', 'الاستقبال', 'الي', 'خدمه', 'الغرف', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 2, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, 2, -1, 2, 2, -1]"
"['كل', 'العاملين', 'مبتسميين', 'ويقدمون', 'كل', 'ما', 'يستطعيون', 'في', 'سبيل', 'راحه', 'العميل', 'لكم', 'جزيل', 'الشكر', 'والعرفان']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['اقامه', 'رائعه']","[1, 0]","[2, -1]"
"['الطعام', 'في', 'القائمه', 'جيد', '،', 'وجربنا', 'ايضا', 'فرع', 'دبي', 'خلف', 'مول', 'حمر', 'عين', '،', 'وهو', 'جيد', 'حقا', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الشيء', 'الوحيد', 'الذي', 'لا', 'يمكنني', 'فهمه', 'هو', 'عدم', 'وجود', 'اتصال', 'بالانترنت', 'وان', 'كانت', 'المكيفات', 'مطفئه', 'يمكن', 'سماع', 'الضجيج', 'من', 'الغرف', 'الاخري', 'عبر', 'الجدران']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['وايضا', 'امر', 'الطاقم', 'الذي', 'يعمل', 'به', '،', 'فهم', 'رائعون', '،', 'وطيبون', 'ومتعاونون', '،', 'ومهذبون', '،', 'وودودون', '،', 'وبالطبع', 'يمكن', 'ان', 'اعود', 'مجددا', '،', 'وبالطبع', 'اوصي', 'بهذا', 'الفندق', 'للاخرين', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مكان', 'جيد', 'بمرافق', 'رديئه']","[1, 0, 1, 0]","[2, -1, 0, -1]"
"['لقد', 'اقمنا', 'في', 'فندق', 'سانت', 'جورج', 'لمده', 'اربعه', 'ليالي', '.', 'الموقع', 'جيد', '،', 'العاملون', 'لطفاء', '،', 'وجبتي', 'الافطار', 'و', 'الغداء', 'جيدان', 'جدا', '(', 'شكر', 'خاص', 'لليزا', ')', 'و', 'لكن', 'المرافق', 'لا', 'تعمل', 'ليلا']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, 2, -1, -1, -1, 2, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"['وسائل', 'راحه', 'اساسيه', '-', 'افطار', 'جيد', '-', 'اشتري', 'القهوه', 'بشكل', 'منفصل', 'عن', 'القهوه', 'المشموله', 'في', 'الافطار', '-', 'افضل', 'بكثير', '-']","[1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, -1, -1, 2, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['تكييف', 'مثالي', 'للهواء', 'اذا', 'ابقيت', 'الباب', 'مغلقا', '-', 'يجعل', 'الجو', 'باردا', 'ورائعا', 'في', 'الليل', '!', 'شروق', 'شمس', 'مثالي', 'كل', 'يوم', '!']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['المسبح', 'لا', 'باس', 'به', 'ولكن', 'مياه', 'البحر', 'ابرد', '!', 'مثالي', 'للتهدئه', 'بعد', 'السفر', 'في', 'يوم', 'حار', 'في', 'المدينه', 'او', 'الاماكن', 'السياحيه', '!']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['المكان', 'الفندق', 'عيبه', 'الوحيد', 'بعيد', 'عن', 'المركز', 'الساعه', 'العاشره', 'لاتوجد', 'مطاعم', 'ولا', 'توجد', 'محلات', 'قريبه', 'والمكان', 'كئيب', 'في', 'اليل']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1]"
"['ليس', 'سيئا', 'للاقامه', 'لليله', 'خاصه', 'مع', 'الواي', 'فاي', 'قريب', 'جدا', 'من', 'محطه', 'القطار', 'و', 'ليس', 'سيئا', ',', 'الغرفه', 'التي', 'حصلت', 'عليها', 'كانت', 'نظيفه', 'مع', 'واي', 'فاي', 'داخل', 'الغرفه', '.', '.', 'موقع', 'امن', 'و', 'ليس', 'بالصاخب', 'باعتباره', 'يقع', 'في', 'السوق', 'لكنه', 'تقريبا', 'في', 'الزقاق', '.', '.', '.', 'اسعار', 'جيده', 'للاقامه', 'لليله', 'واحده', 'و', 'مكان', 'جيد', 'لاخذ', 'رحله', 'بالحافله', 'لابو', 'سنبل', 'علي', '3', 'صباحا', 'من', '.', '.', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الشاليهات', 'بديكورات', 'عربيه', '/', 'بدويه', 'في', 'حين', 'ان', 'الغرف', 'هي', 'ايضا', 'مصونه', 'جيدا', 'ومريحه', 'ايضا', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['مريع', 'اداره', 'مريعه', '.', 'انهم', 'يتحدثون', 'بوقاحه', '.']","[0, 1, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1]"
"['رائحه', 'شنيعه', 'في', 'الغرف', '!', 'الغرف', 'كانت', 'مليئه', 'بالضوضاء', 'لدرجه', 'انني', 'لم', 'استطع', 'النوم', 'طوال', 'الليل', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['اقمت', 'هناك', 'لمده', 'ثلاثه', 'ايام', '،', 'وكانت', 'هذه', 'هي', 'اسوء', 'خبره', 'لي', '!', 'انني', 'متاكد', 'انني', 'لن', 'اختار', 'هذا', 'الفندق', 'مجددا', '!', 'انه', 'كان', 'مريعا', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['موقع', 'ممتاز', 'يطل', 'علي', 'البحر', 'قريب', 'من', 'المدينه', 'و', 'اماكن', 'التسوق', 'فندق', 'رائع', 'و', 'جميل', 'من', 'حيث', 'البنيان', 'و', 'الطابع', 'هندسي', 'و', 'معماري', 'ساحر', 'و', 'جذاب']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['و', 'خدمات', 'ذات', 'جوده', 'عاليه', 'غرف', 'مجهزه', 'اطباق', 'و', 'مطاعم', 'متفتحه', 'علي', 'كل', 'ثقافات', 'العالم', 'وسائل', 'ترفيه', 'مسليه', 'و', 'ممتعه', 'اسعاره', 'معقوله', 'جدا', 'لا', 'تضيعو', 'الفرصه', 'فانه', 'اسم', 'علي', 'مسمي', 'صديقوني', 'انا', 'لا', 'اجامل', 'و', 'لست', 'مكلف', 'بالاشهار', 'له', 'و', 'لكنها', 'الحقيقه']","[0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, 2, -1, 2, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['راحه', 'واحترافيه', 'احترافيه', 'وتعامل', 'راقي', 'وخصوصا', 'من', 'موظف', 'الاستقبال', 'شرف', 'الدين', '.', '.', '.', '.', '.', 'وموظف', 'استلام', 'السيارات', 'صالح', 'شكرا', 'لكم', 'جميعا']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1]"
"['تصميم', 'جميل', 'ولكن', 'ملاحظه', 'بسيطه', 'لا', 'يوجد', 'في', 'الغرفه', 'طاوله', 'صغيره', 'للاكل', 'كما', 'لا', 'يوجد', 'سرير', 'صغير', 'لاطفال', 'ولكن', 'رغم', 'ذلك', 'ساعود', 'مره', 'اخري']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['رساله', 'شكر', 'الساده', 'اداره', 'فندق', 'الفيرمونت', '،']","[0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, 2, 2, -1, -1]"
"['نشكركم', 'علي', 'الخدمات', 'التي', 'نحصل', 'عليها', 'منكم', 'علي', 'مدار', 'الساعه']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['افضل', 'فندق', 'في', 'باريس', 'مقابل', '55', 'يورو', 'يقع', 'بالقرب', 'من', 'محطه', 'مترو', 'بلاس', 'ديتالي', 'والعديد', 'من', 'محطات', 'الحافلات', '.', 'علي', 'بعد', 'خطوات', 'قليله', 'من', 'العديد', 'من', 'المطاعم', 'الفيتناميه', '/', 'الصينيه', '/', 'لاوس', '/', 'التايلنديه', '.', 'يقع', 'قباله', 'مركز', 'التسوق', 'الرئيسي', 'حيث', 'يمكن', 'ان', 'تجد', 'كل', 'شيء', 'تقريبا', '.', 'غرف', 'فندق', 'Ibis', 'بسيطه', 'ولكن', 'لائقه', '.', 'ربما', 'يكون', 'افضل', 'قيمه', 'في', 'باريس', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['منتجع', 'جميل', 'نظام', 'المنتجع', 'هادئ', 'ويفضل', 'زيارته', 'في', 'وقت', 'الاجواء', 'الحاره', 'او', 'المعتدله', '.', 'لاحتوائه', 'علي', 'حوضين', 'سباحه', 'في', 'الهواء', 'الطلق', '،', 'ويحتوي', 'علي', 'شاطئ', 'خاص', 'جميل', 'ونظيف', 'تحركه', 'الامواج']","[1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[2, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['المنتجع', 'عباره', 'عن', 'شاليهات', 'منفصله', 'تتخللها', 'الاشجار', 'والانهار', 'الاصطناعيه', 'وهذا', 'يعتبر', 'شي', 'صحي', '،', 'طبعا', 'لا', 'يصلح', 'للعوائل', 'المحافظه', '.', 'نظام', 'السهر', 'في', 'المنتجع', 'سيئ', 'جيث', 'انه', 'لايوجد', 'امتيازات', 'لنزلاء', 'المنتجع', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ولكن', 'المشكله', 'الاكبر', 'هو', 'الطعام', 'المتوسط', 'جدا', 'في', 'اي', 'من', 'المطاعم', '.', 'كتله', 'نموذجيه', '،', 'وجبات', 'الفندق', 'ليس', 'بها', 'اي', 'بناش', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1]"
"['المملكه', 'العربيه', 'السعوديه', 'من', 'بعد', 'التحيه', 'والتقدير', 'الي', 'جميع', 'العاملين', 'السلام', 'عليكم', 'ورحمه', 'الله', 'وبركاته', 'اشكر', 'جميع', 'العاملين', 'في', 'الفندق', 'علي', 'كرم', 'الضيافه', 'وشكر', 'خاص', 'الي', 'موظفين', 'الاستقبال', 'الاستاذ', 'احمد', 'والانسه', 'مريم', 'نزيل', 'غرفه', '302', 'في', '05', '/', '11', '/', '2012', 'محمد', 'بن', 'اشرف', 'حمزه', 'مقليه', 'تحياتي', 'لكم', 'مدير', 'فندق', 'الجزير', 'المدينه', 'المنوره']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الموقع', 'المثالي', '.', 'كنت', 'اشعر', 'انه', 'اقرب', 'الي', 'فندق', 'صغير', 'للشباب', '.', 'لقد', 'استمتعنا', 'باقامتنا', 'مع', 'العائله', '،', 'لقد', 'كان', 'من', 'السهل', 'جدا', 'ان', 'نجد', 'اماكن', 'لتناول', 'الطعام', 'ولان', 'المنطقه', 'بها', 'قنصليات', 'فهي', 'مناسبه', 'جدا', 'للسياح', 'الدوليين', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['كنا', 'نشعر', 'بالامان', 'في', 'المكان', '،', 'خصوصا', 'اذا', 'كنت', 'تسافر', 'مع', 'العائله', '.', 'انه', 'يقع', 'في', 'شارع', 'هاديء', 'جدا', '.', 'لقد', 'احبننا', 'هذا', 'اكثر', 'بعد', 'قيامنا', 'برحله', 'في', 'المدينه', 'و', 'في', 'الجيزه', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
